Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
4900000,21777,3,3,2,Main Street,2025,Cash,Broker,225,Greater Cairo
4100000,22404,3,1,4,Main Street,2025,Cash or Installments,Broker,183,Greater Cairo
7374400,56726,2,3,0,Garden,2025,Cash or Installments,Broker,130,Greater Cairo
10045400,59090,3,3,1,Garden,2020,Cash,Broker,170,Greater Cairo
4100000,29285,2,1,7,Other,2000,Cash,Broker,140,Alexandria
9520000,48820,3,4,2,Garden,2029,Cash or Installments,Broker,195,Greater Cairo
4500000,69230,1,1,5,Garden,2029,Cash or Installments,Broker,65,Greater Cairo
6200000,53448,2,2,2,Back,2029,Cash or Installments,Broker,116,Greater Cairo
10261250,45605,4,3,1,Pool,2025,Cash,Broker,225,Greater Cairo
4063500,36608,2,2,4,Garden,2028,Cash or Installments,Broker,111,Greater Cairo
9770000,157580,1,1,5,Garden,2029,Cash or Installments,Broker,62,Greater Cairo
9404010,37317,4,4,3,Main Street,2025,Cash or Installments,Broker,252,Greater Cairo
3525000,26503,3,2,5,Main Street,2025,Installments,Broker,133,Greater Cairo
20500000,58571,3,4,0,Garden,2023,Cash,Broker,350,Greater Cairo
4300000,31386,3,2,0,Corner,2025,Installments,Broker,137,Greater Cairo
10181600,57200,2,1,2,Main Street,2026,Cash or Installments,Broker,178,Hurghada
9525000,57727,3,3,1,Main Street,2029,Cash or Installments,Broker,165,Greater Cairo
5167500,32500,3,3,1,Corner,2028,Cash or Installments,Broker,159,Greater Cairo
6090216,34603,3,2,2,Main Street,2026,Cash or Installments,Broker,176,Greater Cairo
4693500,31500,3,3,,Lake,,Cash or Installments,Broker,149,Greater Cairo
6090216,34603,3,2,1,Main Street,2026,Cash or Installments,Broker,176,Greater Cairo
6090216,34603,3,2,3,Main Street,2026,Cash or Installments,Broker,176,Greater Cairo
5299800,91375,1,1,1,Lake,2028,Cash or Installments,Broker,58,Hurghada
4500000,69230,1,1,2,Garden,2024,Cash or Installments,Developer,65,Greater Cairo
2409498,51265,1,1,4,Club,2029,Cash or Installments,Broker,47,Greater Cairo
8000000,48484,3,3,4,Garden,2025,Cash,Broker,165,Greater Cairo
2487311,51818,1,1,5,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
7100000,56800,2,2,0,Main Street,2029,Cash or Installments,Broker,125,Greater Cairo
3750000,25000,3,2,7,Main Street,2025,Installments,Broker,150,Greater Cairo
7000000,35000,3,3,2,Main Street,2025,Cash,Broker,200,Greater Cairo
3500000,35000,2,1,2,Main Street,2020,Cash,Broker,100,Greater Cairo
4100000,20000,3,2,3,Main Street,2025,Cash or Installments,Broker,205,Greater Cairo
9300000,67883,2,2,1,Garden,2025,Cash,Broker,137,Greater Cairo
11000000,52132,3,3,6,Garden,2025,Cash,Broker,211,Greater Cairo
4141285,48154,1,1,5,Garden,2029,Cash or Installments,Broker,86,Greater Cairo
13159000,54829,3,4,1,Main Street,2027,Cash or Installments,Broker,240,Greater Cairo
3850000,16041,4,2,3,Garden,2025,Cash or Installments,Broker,240,Greater Cairo
13159000,54829,3,4,2,Main Street,2027,Cash or Installments,Broker,240,Greater Cairo
7529307,62744,2,,2,Garden,2029,Cash or Installments,Broker,120,Greater Cairo
12839000,54867,3,4,6,Main Street,2027,Cash or Installments,Broker,234,Greater Cairo
12680000,54891,3,4,4,Main Street,2027,Cash or Installments,Broker,231,Greater Cairo
4578000,27914,3,3,1,Other,2025,Installments,Broker,164,Greater Cairo
5123000,25236,3,3,1,Side Street,2027,Installments,Broker,203,Greater Cairo
4500000,100000,1,1,3,Main Street,2025,Installments,Broker,45,Greater Cairo
5500000,21568,3,4,0,Garden,2026,Cash or Installments,Broker,255,Greater Cairo
7712108,67061,2,2,2,Garden,2027,Cash or Installments,Broker,115,Greater Cairo
2940000,38181,1,1,5,Garden,2029,Cash or Installments,Broker,77,Greater Cairo
5500000,32544,3,3,1,Side Street,2026,Cash,Broker,169,Greater Cairo
10000000,50000,3,3,1,Side Street,2020,Cash,Broker,200,Greater Cairo
3660000,28153,3,2,4,Corner,2026,Installments,Broker,130,Greater Cairo
6158635,55987,2,2,2,Main Street,2028,Cash or Installments,Broker,110,Greater Cairo
4600000,31724,3,2,0,Main Street,2028,Cash or Installments,Broker,145,Greater Cairo
4900000,40495,2,2,4,Sea View,2025,Installments,Broker,121,North Coast
6725604,59518,2,2,2,Main Street,2028,Cash or Installments,Broker,113,Greater Cairo
2487311,51818,1,1,3,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
22000000,58666,4,4,8,Main Street,2020,Cash,Broker,375,Greater Cairo
12306000,54937,3,4,1,Main Street,2027,Cash or Installments,Broker,224,Greater Cairo
6601612,56424,2,1,2,Main Street,2028,Cash or Installments,Broker,117,Greater Cairo
4102806,48268,1,1,4,Garden,2028,Cash or Installments,Broker,85,Greater Cairo
6117394,51842,2,3,1,Main Street,2028,Cash or Installments,Broker,118,Greater Cairo
11986000,54981,3,4,6,Main Street,2027,Cash or Installments,Broker,218,Greater Cairo
3825000,25500,3,2,5,Main Street,2025,Installments,Broker,150,Greater Cairo
6500000,73863,1,1,0,Garden,2024,Cash,Broker,88,Greater Cairo
1250000,12500,2,1,11,Main Street,2015,Cash,Private Owner,100,Greater Cairo
8196705,44068,3,3,3,Garden,2024,Cash or Installments,Broker,186,Greater Cairo
7171415,44821,3,3,2,Main Street,2028,Cash or Installments,Broker,160,Greater Cairo
5000000,41322,2,2,4,Sea View,2025,Installments,Broker,121,North Coast
5200000,32911,3,2,1,Garden,2025,Cash,Broker,158,Greater Cairo
10068000,59928,3,3,3,Main Street,2027,Cash or Installments,Broker,168,Greater Cairo
5008500,31500,3,3,2,Garden,2028,Cash or Installments,Broker,159,Greater Cairo
3700000,15948,3,2,0,Garden,2026,Cash or Installments,Broker,232,Greater Cairo
7420000,53000,3,2,2,Garden,2029,Installments,Broker,140,Greater Cairo
4500000,100000,1,1,2,Garden,2028,Cash or Installments,Broker,45,Greater Cairo
7600000,34545,,,,Side Street,,Cash,Broker,220,Greater Cairo
8489114,63351,3,3,2,Garden,2029,Cash or Installments,Broker,134,Greater Cairo
10174000,55293,3,4,6,Main Street,2027,Cash or Installments,Broker,184,Greater Cairo
10174000,55293,3,4,1,Main Street,2027,Cash or Installments,Broker,184,Greater Cairo
16501000,106458,3,3,6,Main Street,2027,Cash or Installments,Broker,155,Greater Cairo
6117394,51842,2,3,1,Garden,2029,Cash or Installments,Broker,118,Greater Cairo
3460000,26015,3,2,7,Main Street,2025,Installments,Broker,133,Greater Cairo
8400000,15272,4,3,8,Main Street,2005,Cash,Broker,550,Greater Cairo
4300000,22631,4,3,2,Main Street,2025,Cash,Broker,190,Greater Cairo
3797000,48063,1,1,5,Back,2029,Cash or Installments,Broker,79,Greater Cairo
16551000,103443,3,4,2,Garden,2027,Cash or Installments,Broker,160,Greater Cairo
5177665,26552,3,3,2,Main Street,2027,Cash or Installments,Broker,195,Greater Cairo
17000000,72649,3,3,1,Garden,2024,Cash,Broker,234,Greater Cairo
4739597,50421,2,1,2,Garden,2028,Cash or Installments,Broker,94,Greater Cairo
9191000,62101,3,3,0,Main Street,2029,Cash or Installments,Broker,148,Greater Cairo
7200000,41379,3,3,2,Garden,2025,Installments,Broker,174,Greater Cairo
14707000,86005,3,3,3,Garden,2027,Installments,Broker,171,Greater Cairo
3797000,48063,1,1,4,Back,2029,Cash or Installments,Broker,79,Greater Cairo
9066000,83944,1,2,1,Main Street,2027,Cash or Installments,Broker,108,Greater Cairo
13000000,61904,3,3,1,Garden,2024,Cash,Broker,210,Greater Cairo
6320750,48250,3,,3,Main Street,2028,Cash or Installments,Broker,131,Greater Cairo
3797000,48063,1,1,1,Back,2029,Cash or Installments,Broker,79,Greater Cairo
8301000,55711,3,2,6,Main Street,2027,Cash or Installments,Broker,149,Greater Cairo
9405000,55000,3,3,13,Corner,2027,Installments,Broker,171,Alexandria
5008500,31500,3,3,4,Garden,2028,Cash or Installments,Broker,159,Greater Cairo
5020000,64358,1,1,2,Garden,2026,Cash,Broker,78,Greater Cairo
12500000,54347,3,3,2,Sea View,2025,Installments,Broker,230,North Coast
4600000,61333,1,2,2,Garden,2029,Cash or Installments,Broker,75,Greater Cairo
15718300,69550,4,2,2,Garden,2029,Cash or Installments,Broker,226,Greater Cairo
7000000,50000,3,2,13,Side Street,2027,Installments,Broker,140,Alexandria
8359000,55726,3,3,6,Main Street,2027,Cash or Installments,Broker,150,Greater Cairo
9520000,48820,3,4,4,Garden,2029,Cash or Installments,Broker,195,Greater Cairo
9680000,55000,3,3,2,Plaza,2027,Installments,Broker,176,Alexandria
9754000,50020,4,3,1,Garden,2029,Cash or Installments,Broker,195,Greater Cairo
6500000,48148,3,2,4,Garden,2025,Cash,Broker,135,Greater Cairo
10115000,87198,2,3,4,Garden,2027,Installments,Broker,116,Greater Cairo
15718300,69550,,,3,Main Street,2029,Cash or Installments,Broker,226,Greater Cairo
8009758,50694,3,3,0,Garden,2027,Cash or Installments,Broker,158,Greater Cairo
12900000,45263,3,,2,Sea View,2025,Installments,Broker,285,North Coast
13300000,57575,3,3,2,Sea View,2025,Installments,Broker,231,North Coast
9680000,55000,3,3,13,Corner,2027,Installments,Broker,176,Alexandria
6050000,24103,4,3,1,Side Street,2025,Cash or Installments,Broker,251,Greater Cairo
8200000,45555,3,3,5,Other,2023,Installments,Broker,180,Greater Cairo
6250000,48076,3,2,3,,2019,,Broker,130,Greater Cairo
9000000,42857,3,2,0,Garden,2008,Cash,Broker,210,Greater Cairo
4450000,25000,4,2,7,Corner,2024,Cash,Broker,178,Greater Cairo
4713000,49610,1,1,1,Garden,2029,Cash or Installments,Broker,95,Greater Cairo
6050000,24103,4,3,3,Side Street,2025,Cash or Installments,Broker,251,Greater Cairo
5410000,60786,1,1,4,Garden,2025,Cash or Installments,Broker,89,Greater Cairo
6240000,22206,4,3,0,Side Street,2025,Cash or Installments,Broker,281,Greater Cairo
12140000,94843,2,3,0,Garden,2027,Installments,Broker,128,Greater Cairo
17000000,98265,2,3,4,Garden,2024,Cash,Broker,173,Greater Cairo
4870000,74923,1,1,0,Garden,2027,Cash,Broker,65,Greater Cairo
19442000,114364,3,,0,Garden,2029,Cash or Installments,Broker,170,Greater Cairo
11076000,52000,4,3,1,Club,2027,Installments,Broker,213,Alexandria
5500000,23913,6,2,5,Main Street,2020,Cash,Broker,230,Greater Cairo
4466000,56531,1,1,1,Garden,2029,Cash or Installments,Broker,79,Greater Cairo
4764092,36091,2,2,1,Garden,2027,Cash or Installments,Broker,132,Greater Cairo
15987000,94597,3,3,3,Garden,2029,Cash or Installments,Broker,169,Greater Cairo
11100000,56923,3,3,2,Sea View,2025,Installments,Broker,195,North Coast
6793194,41676,3,3,3,Garden,2024,Cash or Installments,Broker,163,Greater Cairo
9680000,55000,3,3,10,Lake,2027,Installments,Broker,176,Alexandria
4000000,34782,2,2,5,,2019,,Broker,115,Greater Cairo
10000000,62500,3,3,0,Garden,2027,Installments,Broker,160,Greater Cairo
7350000,61250,2,2,22,Garden,2025,Cash,Broker,120,Greater Cairo
3698000,32725,2,2,5,Garden,2027,Cash or Installments,Broker,113,Greater Cairo
16049000,94405,3,3,2,Garden,2029,Cash or Installments,Broker,170,Greater Cairo
10700000,76428,2,2,2,Sea View,2025,Installments,Broker,140,North Coast
5850000,27209,3,3,2,Garden,2026,Cash or Installments,Broker,215,Greater Cairo
4000000,28571,3,3,2,,2019,,Broker,140,Greater Cairo
4850000,31290,3,2,2,Main Street,2025,Cash or Installments,Broker,155,Greater Cairo
8359000,55726,3,3,2,Main Street,2027,Cash or Installments,Broker,150,Greater Cairo
8000000,80808,2,2,5,Main Street,2029,Cash or Installments,Broker,99,Greater Cairo
8000000,44444,3,3,2,Lake,2026,Installments,Broker,180,Greater Cairo
11572000,127164,2,,0,Garden,2029,Cash or Installments,Broker,91,Greater Cairo
10800000,45569,4,3,2,Sea View,2025,Installments,Broker,237,North Coast
8300000,118571,1,2,1,Garden,2027,Installments,Broker,70,Greater Cairo
12158850,65723,4,,3,Main Street,2029,Cash or Installments,Broker,185,Greater Cairo
8723000,94815,2,,2,Garden,2029,Cash or Installments,Broker,92,Greater Cairo
7655000,61733,3,2,6,Main Street,2027,Cash or Installments,Broker,124,Greater Cairo
3987200,52463,1,1,3,Back,2029,Cash or Installments,Broker,76,Greater Cairo
7184385,63578,2,2,2,Garden,2026,Cash or Installments,Broker,113,Greater Cairo
7605000,45000,3,3,3,Garden,2026,Installments,Broker,169,Greater Cairo
4750000,30645,2,2,1,Main Street,2025,Installments,Broker,155,Greater Cairo
4300000,23888,3,3,10,Main Street,2018,Cash or Installments,Broker,180,Greater Cairo
4000000,30769,3,2,4,,2014,,Broker,130,Greater Cairo
3987200,52463,1,1,2,Back,2029,Cash or Installments,Broker,76,Greater Cairo
10530390,67938,3,2,2,Main Street,2029,Cash or Installments,Broker,155,Greater Cairo
7123000,60880,2,2,6,Main Street,2027,Cash or Installments,Broker,117,Greater Cairo
8125842,51429,3,3,0,Garden,2027,Cash or Installments,Broker,158,Greater Cairo
6604000,61148,2,1,1,Main Street,2027,Cash or Installments,Broker,108,Greater Cairo
6200000,37575,3,3,3,Corner,2015,Cash,Broker,165,Greater Cairo
5350000,32228,2,3,2,Garden,2024,Cash,Broker,166,Greater Cairo
16912000,75164,3,3,4,Garden,2028,Cash or Installments,Broker,225,Greater Cairo
3775000,26964,3,3,3,,2016,,Broker,140,Greater Cairo
11500000,73717,2,3,2,Garden,2023,Cash,Broker,156,Greater Cairo
6413201,48955,2,2,1,Garden,2027,Cash or Installments,Broker,131,Greater Cairo
7071000,55677,2,2,2,Main Street,2027,Cash or Installments,Broker,127,Greater Cairo
3410000,52461,1,1,0,Garden,2027,Cash or Installments,Broker,65,Greater Cairo
6604000,61148,2,1,3,Main Street,2027,Cash or Installments,Broker,108,Greater Cairo
4870000,74923,1,1,5,Garden,2027,Cash or Installments,Broker,65,Greater Cairo
7615000,62933,2,2,1,Side Street,2025,Cash,Broker,121,Greater Cairo
9100000,46428,3,2,2,Sea View,2025,Installments,Broker,196,North Coast
7245583,51387,3,3,4,Garden,2024,Cash or Installments,Broker,141,Greater Cairo
12918948,76443,,,1,Garden,2028,Installments,Broker,169,Greater Cairo
12652210,74424,3,,2,Garden,2029,Cash or Installments,Broker,170,Greater Cairo
2170000,35000,1,1,7,Garden,2028,Cash or Installments,Broker,62,Greater Cairo
7123000,60880,2,2,3,Garden,2027,Cash or Installments,Broker,117,Greater Cairo
4665000,29903,3,3,2,Main Street,2027,Cash or Installments,Broker,156,Greater Cairo
9579890,61805,3,3,3,Garden,2029,Cash or Installments,Broker,155,Greater Cairo
10773200,61561,3,2,2,Main Street,2029,Cash or Installments,Broker,175,Greater Cairo
4665000,29903,3,3,1,Garden,2027,Cash or Installments,Broker,156,Greater Cairo
7954160,61185,2,,2,Main Street,2029,Cash or Installments,Broker,130,Greater Cairo
13000000,53061,3,4,0,Garden,2023,Cash,Broker,245,Greater Cairo
2988000,16881,3,2,0,Main Street,2028,Cash or Installments,Broker,177,Greater Cairo
11400000,72151,2,3,6,Garden,2027,Installments,Broker,158,Greater Cairo
4500000,50000,2,1,4,Garden,1907,Cash,Broker,90,Greater Cairo
6288803,44601,,,0,Garden,2029,Installments,Broker,141,Greater Cairo
7250000,28210,3,3,1,Main Street,2025,Cash or Installments,Broker,257,Greater Cairo
9000000,43902,3,3,3,Garden,2027,Installments,Broker,205,Greater Cairo
9161716,69406,2,2,1,Garden,2025,Installments,Broker,132,Greater Cairo
6288803,44601,2,3,2,Garden,2029,Cash or Installments,Broker,141,Greater Cairo
7335674,48904,3,3,0,Garden,2022,Installments,Broker,150,Greater Cairo
7690000,43942,,,5,Garden,2029,Installments,Broker,175,Greater Cairo
3804800,48162,1,1,4,Back,2029,Cash or Installments,Broker,79,Greater Cairo
26700000,109876,,,5,Garden,2029,Cash or Installments,Broker,243,Greater Cairo
3968000,23903,3,2,4,Garden,2027,Cash or Installments,Broker,166,Greater Cairo
20082000,146583,2,,0,Garden,2028,Cash or Installments,Broker,137,Greater Cairo
7835135,60270,3,2,2,Corner,2026,Installments,Broker,130,Greater Cairo
3106200,33400,2,1,1,Main Street,2026,Cash or Installments,Developer,93,Greater Cairo
13430000,59688,3,2,0,Garden,2029,Cash or Installments,Broker,225,Greater Cairo
5027050,36963,3,2,4,Main Street,2026,Cash or Installments,Developer,136,Greater Cairo
4745040,40905,3,1,2,Main Street,2026,Cash or Installments,Developer,116,Greater Cairo
4745040,40905,2,1,2,Main Street,2026,Cash or Installments,Developer,116,Greater Cairo
3109540,33435,2,1,1,Side Street,2026,Cash or Installments,Developer,93,Greater Cairo
5019630,37182,3,2,4,Main Street,2026,Cash or Installments,Developer,135,Greater Cairo
5019630,37182,3,2,2,Main Street,2026,Cash or Installments,Developer,135,Greater Cairo
5470000,28789,3,3,1,Garden,2025,Cash or Installments,Broker,190,Greater Cairo
5600000,48695,2,2,5,Main Street,2027,Cash or Installments,Broker,115,Greater Cairo
9100000,57594,3,3,3,,2019,,Broker,158,Greater Cairo
9000000,75000,2,1,2,Garden,2025,Installments,Broker,120,Greater Cairo
9770000,157580,1,1,2,Garden,2028,Cash or Installments,Broker,62,Greater Cairo
5564000,48382,2,2,2,Garden,2028,Installments,Broker,115,Greater Cairo
4141000,30007,3,2,2,Main Street,2024,Cash or Installments,Broker,138,Greater Cairo
4200000,45652,2,2,4,,2023,,Broker,92,Greater Cairo
6095526,34438,3,3,1,Garden,2028,Installments,Broker,177,Greater Cairo
7000000,28000,4,3,1,Main Street,2026,Cash or Installments,Broker,250,Greater Cairo
4788000,28500,3,2,5,Main Street,2027,Installments,Broker,168,Greater Cairo
6500000,39393,3,3,1,Main Street,2025,Installments,Broker,165,Greater Cairo
6851600,54812,2,2,2,Main Street,2028,Cash or Installments,Broker,125,Greater Cairo
1900000,17272,2,1,4,Side Street,1975,Cash,Private Owner,110,Greater Cairo
12500000,78125,3,3,1,Garden,2028,Cash or Installments,Broker,160,Greater Cairo
6315000,41006,3,3,3,Garden,2028,Installments,Broker,154,Greater Cairo
11400000,72151,2,3,9,Garden,2028,Cash or Installments,Broker,158,Greater Cairo
20593000,163436,2,3,2,Garden,2028,Cash or Installments,Broker,126,Greater Cairo
30876000,153611,3,,1,Garden,2028,Cash or Installments,Broker,201,Greater Cairo
4335000,27967,3,3,1,Garden,2025,Cash or Installments,Broker,155,Greater Cairo
8600000,40952,3,3,3,Main Street,2026,Installments,Broker,210,Greater Cairo
8500000,53125,3,3,2,Corner,2024,Installments,Broker,160,Greater Cairo
6000000,38709,3,3,1,Main Street,2028,Installments,Broker,155,Greater Cairo
3608400,29100,3,2,4,Corner,2025,Cash or Installments,Developer,124,Greater Cairo
9600000,75590,2,3,0,Main Street,2026,Cash or Installments,Broker,127,Greater Cairo
2400000,13714,,,,Main Street,,Cash,Private Owner,175,Greater Cairo
10000000,59880,3,3,4,,2024,,Broker,167,Greater Cairo
21707000,103366,3,5,2,Garden,2027,Installments,Broker,210,Greater Cairo
4474800,32902,3,2,1,Main Street,2024,Cash or Installments,Developer,136,Greater Cairo
10500000,78947,3,3,2,Main Street,2025,Cash or Installments,Broker,133,Greater Cairo
29175000,146608,3,3,2,Garden,2028,Cash or Installments,Broker,199,Greater Cairo
25690000,138864,4,3,8,Garden,2028,Cash or Installments,Broker,185,Greater Cairo
11424000,68000,3,2,2,Garden,2025,Installments,Broker,168,Greater Cairo
14357000,99701,2,3,2,Corner,2028,Installments,Broker,144,Greater Cairo
9550000,75196,2,3,1,Main Street,2025,Cash or Installments,Broker,127,Greater Cairo
8500000,53125,3,3,0,Garden,2025,Installments,Broker,160,Greater Cairo
2500000,21739,3,1,8,Other,2003,Cash,Broker,115,Alexandria
21950000,96271,3,5,0,Garden,2027,Installments,Broker,228,Greater Cairo
8200000,82000,2,,0,Main Street,2026,Cash or Installments,Broker,100,Greater Cairo
22155000,97171,3,5,0,Garden,2027,Installments,Broker,228,Greater Cairo
20390000,61231,4,5,2,Garden,2027,Installments,Broker,333,Greater Cairo
9700000,50259,3,3,1,Corner,2023,Cash,Broker,193,Greater Cairo
19700000,84913,4,4,2,Main Street,2027,Installments,Broker,232,Greater Cairo
7245583,51387,3,3,3,Garden,2024,Cash or Installments,Broker,141,Greater Cairo
14500000,81460,3,3,1,Lake,2024,Cash,Broker,178,Greater Cairo
9000000,75000,2,1,2,Garden,2025,Cash or Installments,Broker,120,Greater Cairo
8500000,59440,3,2,0,Garden,2020,Cash,Broker,143,Greater Cairo
6700000,41875,3,3,2,Other,2028,Cash or Installments,Broker,160,Greater Cairo
7850000,46176,3,3,3,Other,2025,Cash,Developer,170,Greater Cairo
20190000,88552,3,3,0,Garden,2027,Installments,Broker,228,Greater Cairo
12426000,112963,,,1,Garden,2028,Cash or Installments,Broker,110,Greater Cairo
